cluster_id,cluster_size,tx,from,to,fromchain,destinationchain
1,1804,0x0bf228ddd64eb5368299b0a5ae851c22897b833f94a670bed3cfc670b8db357d,0x70992097e0f9bbed894eff02fb3c21fb0923425a,0x2b453d207017cf65a5edab6d86bbba8b6100b91dfe0fc173ec8a1c8e39478324,Arbitrum,Aptos
1,1804,0x384f26214ca4ce884f2fb1393e534e8584f8c25d432fc1ede07f0df3be0d300a,0x70992097e0f9bbed894eff02fb3c21fb0923425a,0xc3b71beb8f09bab4a371ad649a3e46baeb72df0f895ec55b0ac4016ac8a86ab9,Polygon,Aptos
1,1804,0x0b7d0b97cc9b35898d7f2b4cd409ae33b0e9479e6496b1365d969cdc77497095,0xbc1402ff3b20e65fe6f8d38c1d9031bb3ac58658,0xc3b71beb8f09bab4a371ad649a3e46baeb72df0f895ec55b0ac4016ac8a86ab9,Arbitrum,Aptos
1,1804,0x1c22659c1f13f742f3be127636d67d23c24bf028cce221ac61cfbdb77424c905,0xbc1402ff3b20e65fe6f8d38c1d9031bb3ac58658,0xa22887953bd8e08277f7d8c84a88415a358f5ed329a1b06e356e4b816ef7ebec,Polygon,Aptos
1,1804,0xab56df7740b6341d2828393d6e9b7b118ac7da3ef1b2d8870a5b9f3b226094ec,0xbd64399a9943a8697bec18d3d90fe76b54814efe,0xa22887953bd8e08277f7d8c84a88415a358f5ed329a1b06e356e4b816ef7ebec,Arbitrum,Aptos
1,1804,0x57da977001335e783a0a29291c96f3afcc411ad87c07b1a5a56960843cbc6540,0xbd64399a9943a8697bec18d3d90fe76b54814efe,0x685d6e9ff8a728ec213cff5e16186f21a9b8bccf7a5ac495bf734ce2bcd27d61,Polygon,Aptos
1,1804,0x02cd6ab4ea9a5c0b60636177c7a507a8ee1f0c557eb849c8665fe23ef842eed5,0x29dbe423faafe1c54f86747be6b2c44a384f76c9,0x685d6e9ff8a728ec213cff5e16186f21a9b8bccf7a5ac495bf734ce2bcd27d61,Arbitrum,Aptos
1,1804,0xcf5578f53e6e80dabc2ff98cc1f8b6a63f9dbfd618afcb27b196df07cfbc30cb,0x29dbe423faafe1c54f86747be6b2c44a384f76c9,0x447abe1e4045814a32a8f8920bd4cc9bc7518467b952b05b9b04d5718cc73615,Arbitrum,Aptos
1,1804,0xd0f23a6cf469cdea24bee5e2d77d12dc63f98f21051a03b607ac850f4aee0bfd,0xb5231e8d78ea10614d7893ee7e3a6cbdc5f83058,0x447abe1e4045814a32a8f8920bd4cc9bc7518467b952b05b9b04d5718cc73615,Arbitrum,Aptos
1,1804,0xd2293cdca455cf83a632761f4b5ab1bc852d7f93251dd6e11abee8e7f1a121ad,0xb5231e8d78ea10614d7893ee7e3a6cbdc5f83058,0x359ff1c729871b2400e02b7a0d5b57b68a3a46fdc49524d58d8589a3733aa90c,Polygon,Aptos
1,1804,0xa982cc609bab190c6082b5ec6ba8fd4825b85f1f073f364bcf7089a6ef92f46c,0xeb7717afe9b2416489e02f4885bbdd0a745f9f36,0x359ff1c729871b2400e02b7a0d5b57b68a3a46fdc49524d58d8589a3733aa90c,Arbitrum,Aptos
1,1804,0x473e80640ae4b992e9077b16a3c0e229ff09511abad2745ad536f0ddc70dfc41,0xeb7717afe9b2416489e02f4885bbdd0a745f9f36,0x57b9ead225399ef2ba2f23d9e51caaf86381323be7ed07fa8c3da39b5b72986e,Arbitrum,Aptos
1,1804,0xf0ae6a919deb8020101af63b4f765c68a3147e8a760be80a3c9b30790566a745,0x39810049ce373066bb2329153d6c73a4370045fb,0x57b9ead225399ef2ba2f23d9e51caaf86381323be7ed07fa8c3da39b5b72986e,Arbitrum,Aptos
1,1804,0x7908121bd10958e961f7f60402b2bc2937f433135cd7a92f87203e88514551b7,0x39810049ce373066bb2329153d6c73a4370045fb,0x021ae14328f98876cb288d871d93388799c3669a85d095d369e01225b4237d54,Polygon,Aptos
1,1804,0xb897f89f35494b4697e3c5b8d3d83ff681ba5d97c63f492a1c40f26eebd6f672,0xeb1a2cea8c851e87346111f1530f2b0dddbd58db,0x021ae14328f98876cb288d871d93388799c3669a85d095d369e01225b4237d54,Polygon,Aptos
1,1804,0xb52077b367652500762f70b2a1ac545c5d468f7d3ccdf58179f4900516508816,0xeb1a2cea8c851e87346111f1530f2b0dddbd58db,0x986b7adfcfeda884299c2cdebdd6e5079cba5fc269784c66d6dee829592e76ab,Polygon,Aptos
1,1804,0x3df43fbc6b8bc6697579f20e498c1a7f106e910190cae55d3caf70439e85ad30,0x39372d6179264bb1e11f76d49b5d1d6015b8a0c2,0x986b7adfcfeda884299c2cdebdd6e5079cba5fc269784c66d6dee829592e76ab,Polygon,Aptos
1,1804,0xaf8d4783af22e4f24b33d3c5188b67e81f78e54e2111ad714b9b41598df7b746,0x39372d6179264bb1e11f76d49b5d1d6015b8a0c2,0x61066f2fd584e5e566f90614330b30e61baa299de4f44fc2090cd20a7c5644df,Arbitrum,Aptos
1,1804,0x17d1fe042ae3e1d48afda722ec2d085ec79fdc9d77dba476dd3db5c052bc1d52,0x0c2d312d35474a4757017f571f4a4f1155ceeb3d,0x61066f2fd584e5e566f90614330b30e61baa299de4f44fc2090cd20a7c5644df,Arbitrum,Aptos
1,1804,0x9e02204fcd3973978634c8e5bffe8af1483060e30dc823879792db646dabb977,0x0c2d312d35474a4757017f571f4a4f1155ceeb3d,0xb57e696326bf0983e72efc8087ac2f80ac5a5675e9f83a1fd3914dd4e73dbedf,Arbitrum,Aptos
1,1804,0x6d4d77b3270a1177677cacd4183d2aa1f49edf81dff7b42e9b91c6a8a087e49d,0x9c11182a5067cad772f3a53773222f2b987ad3ac,0xb57e696326bf0983e72efc8087ac2f80ac5a5675e9f83a1fd3914dd4e73dbedf,Arbitrum,Aptos
1,1804,0xd030b11ea00bd7bc8f20332be41bc4fcb4ec07acc05b92bee2414b60b45ebfef,0x9c11182a5067cad772f3a53773222f2b987ad3ac,0xf671cb756586f35dd592195d4bb5b8cfb5240a00cdb59aac19261e0c207b1fb1,Arbitrum,Aptos
1,1804,0x716eca5b684ac7e58b4a76c2f5c4eae75b2209449750ea0e796634a36b6d839a,0x3f47ec3c4bbef752946ea2f85e5ce34192863303,0xf671cb756586f35dd592195d4bb5b8cfb5240a00cdb59aac19261e0c207b1fb1,Arbitrum,Aptos
1,1804,0x5c6d9c8de4c0502719b4b6c7a9879c4c3c66e1dcc2716d18ea3d044e4a3b8b86,0x3f47ec3c4bbef752946ea2f85e5ce34192863303,0xf3e3113041cb0de48b3865ff2428f6cdcd8176d7af1ef7e47350d003c4fcc3bb,Arbitrum,Aptos
1,1804,0xc150ac71a5046e934ae312f4e4b9297981ff7badbf70568537281063fd1d1aea,0x90fcc4d662dc08554f93f042c5c041c8a92f447c,0xf3e3113041cb0de48b3865ff2428f6cdcd8176d7af1ef7e47350d003c4fcc3bb,Polygon,Aptos
1,1804,0xfba8d5f7f671a950ee7df5444697439b252d74cc0d047ec17484b793b4c3ac52,0x90fcc4d662dc08554f93f042c5c041c8a92f447c,0x3df10ec6c5a105fd9052961b5d487b37031f6f80e9adef6fd31839d7a25ee950,Polygon,Aptos
1,1804,0x13051ac42bfe033e692d706254c9fd359771b5c7ab325f1d19d3af0984ce5465,0xaae6f0ac99116da7bd9b9e4853d523c031d9f661,0x3df10ec6c5a105fd9052961b5d487b37031f6f80e9adef6fd31839d7a25ee950,Arbitrum,Aptos
1,1804,0x65659ab71858a096aba4a6d7cf22337ac02714d4a48a2c89ae05c7fd7399594e,0xaae6f0ac99116da7bd9b9e4853d523c031d9f661,0xd5871ee3067aec1153a1c109edb169407f2c00e583bed6cfaa39dbb3e434c353,Arbitrum,Aptos
1,1804,0x4b0af751b2d152ea4a27f29bf1cdda309946f993c00372c6f98e0f6324793d5f,0x0fef6208560b8c073b4e679db52b9375724e84f4,0xd5871ee3067aec1153a1c109edb169407f2c00e583bed6cfaa39dbb3e434c353,Arbitrum,Aptos
1,1804,0x6ba2e95bb8d41bf6f12f386530144fadc7d50d1524d0f946140a036561f45e9a,0x0fef6208560b8c073b4e679db52b9375724e84f4,0xa25937aa50e3c6c79d1a51fdf915a2d8b68fa6394f25a137b0e6168a2e0591e2,Arbitrum,Aptos
1,1804,0xb1b9d949461f7bd0901a768702b908a7cb8b28030ccb0bae61d512791cccdb85,0x9074e123926e9e05f3497fdae050a37df7fecc9f,0xa25937aa50e3c6c79d1a51fdf915a2d8b68fa6394f25a137b0e6168a2e0591e2,Arbitrum,Aptos
1,1804,0xfcceb3e7fc1726c61407281b24f784f7bcf8b88e69bfe75dafbe28cae4c832e3,0x9074e123926e9e05f3497fdae050a37df7fecc9f,0xabc43e79c5caefcc217878e4c882688edda9be3fa418866d6ab6f2b7d0bf9b3d,Polygon,Aptos
1,1804,0x60e81754fe038de1174aa4ffcd0e6e3be619cecbb42a2663499755a420b84c25,0xb20c9a292dc6914899f1ec5f2a4950b8595809fa,0xabc43e79c5caefcc217878e4c882688edda9be3fa418866d6ab6f2b7d0bf9b3d,Arbitrum,Aptos
1,1804,0x4908d7ea4c8208efe440ce438f9b8f8d3c5e95e02a91b7ceb9aa6efa75adab1b,0xb20c9a292dc6914899f1ec5f2a4950b8595809fa,0xbe9ed878b0ed8588643f1b4fd29d08704e1418401e636defeabe6de7bca261dd,Arbitrum,Aptos
1,1804,0xdb321f149597c968d2604453e13b6b23b13e51ba80d952fc09404939f786bc09,0x328723e8440357eec1894329c4a5d988aa0807d8,0xbe9ed878b0ed8588643f1b4fd29d08704e1418401e636defeabe6de7bca261dd,Arbitrum,Aptos
1,1804,0x34e3b8105d959832bdf7654dd549aa7268e7ea41495ad898881f09126d7be774,0x328723e8440357eec1894329c4a5d988aa0807d8,0x327fe3ce5332bbcd70ca78b06243618d9bc1d73451b86bdbc459dbb8f541f582,Arbitrum,Aptos
1,1804,0x705d167072fc22251919e3fb911abd743483795a1cefea48fe504a02a0dda803,0xe14d892e96c653e066bff037af93a6507b4cbffe,0x327fe3ce5332bbcd70ca78b06243618d9bc1d73451b86bdbc459dbb8f541f582,Arbitrum,Aptos
1,1804,0x255155b442141996c713b2c917cbbdd28f5f4e006f7d058ca14893e73d6c92ff,0x77717b699aa1adc25acb59ab618354a7091090db,0xbe9ed878b0ed8588643f1b4fd29d08704e1418401e636defeabe6de7bca261dd,Arbitrum,Aptos
1,1804,0x771855bb20c450df3341c5fbbf9bc0db8f92c18c19f960f39cf711fc833b1035,0x77717b699aa1adc25acb59ab618354a7091090db,0x2bf2c9af0f9b7be1cecf2215eb6e0e8b970b6013f9c51d8751d5bfbec69435e4,Arbitrum,Aptos
1,1804,0x9bfe5715edc690a34ae530fbdaffe2c205407fc1fe975b28a8dfea67a583fbc1,0x639522fe64a339bd913875ef79d39971295614b0,0x2bf2c9af0f9b7be1cecf2215eb6e0e8b970b6013f9c51d8751d5bfbec69435e4,Arbitrum,Aptos
1,1804,0x4d05d4e01ba71341e916f90780021c9969f6eecae6c7821621900164166b9fc0,0x639522fe64a339bd913875ef79d39971295614b0,0xcdc0f30298abe7687ed25d2edeaa04812998382ce67a2210c3db4816b24b09fc,Polygon,Aptos
1,1804,0xdc94bc88e7b72e55aa9db3c2e19203d4ce5258da7b23be462ded9e9aa4c6e5f4,0x652ec4aed36397db3206d624ef2c623696ccf694,0xcdc0f30298abe7687ed25d2edeaa04812998382ce67a2210c3db4816b24b09fc,Polygon,Aptos
1,1804,0x2aea420c31f6d0fbc527b48613b8279bd8d3f1a7b1ddb0c6659f42ce62b06f64,0x652ec4aed36397db3206d624ef2c623696ccf694,0xaf5b1c90af320823af9f22b5d13206272403089863ffe0090e7750bffe290568,Polygon,Aptos
1,1804,0x888e421b08c24a3d3ab1d889a729821491a4c0bfcee81c8ea3a5b9443059f39b,0x01531590d5da4b8a28fcccca499f35cca517c307,0xaf5b1c90af320823af9f22b5d13206272403089863ffe0090e7750bffe290568,Arbitrum,Aptos
1,1804,0x10782faf4506bb13fc29c727b99e399c5646505ce54e7dcf4a82707758d8f13a,0x01531590d5da4b8a28fcccca499f35cca517c307,0xc911a58973df7ca7e952b8fe6c7e6f83ed4acab92a3af1bfaf22aeb315f1bdf5,Polygon,Aptos
1,1804,0x1e0b3cd72aa1ec96d94fdde78e97d4a02932bc56d667f62ce332b630d273609c,0xe3e6086bf9d2254662ea6a175e85be9331fe22a7,0xc911a58973df7ca7e952b8fe6c7e6f83ed4acab92a3af1bfaf22aeb315f1bdf5,Arbitrum,Aptos
1,1804,0x34b5bedc2e558506232a4e86494b205cca267c4888636f4dd5a87bd358a72e21,0xe3e6086bf9d2254662ea6a175e85be9331fe22a7,0xafc51a99b1ba49987d030b13ed15667f2268300959fc1c3b542ffbbb6f3f8a4e,Arbitrum,Aptos
1,1804,0x94059e7799a0b095eb870417eb5898d63637667034323e61d69c7e1dfcfcc93f,0x4cf5f3e7cbe26f96854842fb65fac35115ff3e9b,0xafc51a99b1ba49987d030b13ed15667f2268300959fc1c3b542ffbbb6f3f8a4e,Arbitrum,Aptos
1,1804,0x0d7e4ce1943d2589bd1a8d297c0d458bf2dfbb5498f734db9007b3333ba91862,0x4cf5f3e7cbe26f96854842fb65fac35115ff3e9b,0x15242a2214f09a589b25cb43fe7039ca0d38ae9abd4d418a3045f6a2266ae934,Arbitrum,Aptos
1,1804,0x3f4912de38833cfb39a9d84e8740110b512671f5fb38a05527520f6b999ddac0,0x72bd74857fca529e5c80e454e4496a497ef1140c,0x15242a2214f09a589b25cb43fe7039ca0d38ae9abd4d418a3045f6a2266ae934,Arbitrum,Aptos
1,1804,0x3f3ca2a3bb3a1e2861270446bed528e041304f159777eabc6dc934057072e484,0x72bd74857fca529e5c80e454e4496a497ef1140c,0x8fa1843cf5d5f7c9155a2eba68f14ee59052ec42511f4f9b0e7d54fe4774521a,Arbitrum,Aptos
1,1804,0x16482e3e75e4746f04449d2907cbc81b3a7d2ad750f0331aaa6558bbc5b0459e,0x8d65af590dc056a9219682cfdb1041699ae29951,0x8fa1843cf5d5f7c9155a2eba68f14ee59052ec42511f4f9b0e7d54fe4774521a,Arbitrum,Aptos
1,1804,0x4c6811f233b22e7b6db99654b614e1ba28dd3b830912164dde6fb4fc01db0042,0x8d65af590dc056a9219682cfdb1041699ae29951,0xe4a4c6d4725b535f8c770bcde9f696583570cb9c131630d0998d08368b977e4c,Arbitrum,Aptos
1,1804,0x7ab7e461132545019c756156964173b77d6b74e32ac2c105f2728272eb129139,0x3cdcfea36653a75b07a68e42355b87f88562e5dc,0xe4a4c6d4725b535f8c770bcde9f696583570cb9c131630d0998d08368b977e4c,Arbitrum,Aptos
1,1804,0xc9ebec98521d5ae70f20a2daa6d0bfdff5d4206376993bf446ca69363822e5bf,0x3cdcfea36653a75b07a68e42355b87f88562e5dc,0x3ffa62e7f1fc1d287c84be001d2fab36f7b8c8cd02f6e4979fa43d9d35f9651c,Arbitrum,Aptos
1,1804,0x2e7fa65c88536f6cd5c34e2962247d5a7a357d2debe9db13e9f38af02df53f7c,0xd2bc2287449c1a7a96451f018d0ebf0179b424cc,0x3ffa62e7f1fc1d287c84be001d2fab36f7b8c8cd02f6e4979fa43d9d35f9651c,Polygon,Aptos
1,1804,0x8c464bf2b7412184c7a1aa5191a85bf2d8472187d50411161adafc45b7ed3df7,0xd2bc2287449c1a7a96451f018d0ebf0179b424cc,0x08b7a460cca613514650c9513b6a7eff58570b156fef9fc5705ac6cee1316698,Polygon,Aptos
1,1804,0xba95b973e7b2b3ba426334df90fbdd13909381b254a0c60e3e9dce2ee64dac80,0xda123320b1f61d18cc24b539c76e6ab6b711346f,0x08b7a460cca613514650c9513b6a7eff58570b156fef9fc5705ac6cee1316698,Arbitrum,Aptos
1,1804,0x4c246e82081b883a2053c83205fba34ac2f955687dd5496f4fe608f789564b7b,0x09165ace351f732d697a378b5761b81df7e2f334,0x08b7a460cca613514650c9513b6a7eff58570b156fef9fc5705ac6cee1316698,Arbitrum,Aptos
1,1804,0xcb57ce63a305feeb517274d91c577d0f4308a21989a2d1898510593746416d78,0x09165ace351f732d697a378b5761b81df7e2f334,0x99716504387882c4f9acc874e402cfe3e7bac3b48ee85dcc9abfdd300dfb9d1c,Arbitrum,Aptos
1,1804,0x2c610791708b9243413986859e3b12b318a8800c288c2f8d5e60436d64a8ac4e,0xcba1e6c0bc056c908b7f57f9ce5bebac08de4fb5,0x99716504387882c4f9acc874e402cfe3e7bac3b48ee85dcc9abfdd300dfb9d1c,Polygon,Aptos
1,1804,0x72394569970cab685db53d6fb1c4c62691dde124e9b2db9c0932e863f00882e2,0xcba1e6c0bc056c908b7f57f9ce5bebac08de4fb5,0x9689ed18a7fbd7f9f75859104b444e040c21fb72065fac017dedafa7c1481d43,Polygon,Aptos
1,1804,0xd6a9e23b32ac5dfba8748e5c352b9f8c643fdca0419d10930e077932bf59da86,0x22d90a0a5be591ee6fb278b87b1e4f3cf5b96ef6,0x9689ed18a7fbd7f9f75859104b444e040c21fb72065fac017dedafa7c1481d43,Arbitrum,Aptos
1,1804,0x5ce87ce85d0ceb16dfbd800e858058ef5eca207675c8f2446948e285fb82c2b0,0x22d90a0a5be591ee6fb278b87b1e4f3cf5b96ef6,0x93c742d510b4357c6fd0489eb1bc86347023542f2113829423f5045f586b4fd9,Arbitrum,Aptos
1,1804,0x4acd012bb3b42adfc5c236bf4beeddec60930651e8d056f77d7c0d14a6422005,0x049204cffe95f7b04072a173dfbb8c9da5ee1ff7,0x93c742d510b4357c6fd0489eb1bc86347023542f2113829423f5045f586b4fd9,Arbitrum,Aptos
1,1804,0x31c4005fa0698fadd948e96e5cc3196596f92a29069b1f068e02e3671bd50dc1,0x049204cffe95f7b04072a173dfbb8c9da5ee1ff7,0x55cd9782b3e6a5c638883396a43c4c6761c9a40baecc9070d5184fa93f02a669,Polygon,Aptos
1,1804,0x160b10ff45b2902eb09594d0e2fd0df694638e4ab8e411fdeec34a551318ba08,0x13e5a69b5fd7e15b861e2e9126967b6acb3ee808,0x55cd9782b3e6a5c638883396a43c4c6761c9a40baecc9070d5184fa93f02a669,Arbitrum,Aptos
1,1804,0xfa0443d5c94527a3d1ddca7134d6c5e26aeec44e5c27fa709678b352b6846a91,0x13e5a69b5fd7e15b861e2e9126967b6acb3ee808,0x5056cbef5217401f0800f4c6ad7a75404fe8ccee7fbab924b300bbf85bec1c40,Arbitrum,Aptos
